Sector,Year,Unit,ReferenceCurrency,PriceType,Flowable,Context,FlowUUID,FlowAmount,BaseIOLevel,source_file,Region
1111A0,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.6229581487009427,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
1111A0,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0023457761530235,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
1111A0,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0029925765516439,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
1111A0,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,9.844925654904584e-08,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
1111A0,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0312475791462523,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
1111B0,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.7110877252211636,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
1111B0,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0060587343712853,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
1111B0,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.001571765969765,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
1111B0,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,1.6664361850540909e-07,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
1111B0,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0744663799707995,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111200,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.2688644651418268,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111200,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0014807519347486,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111200,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0003901580593809,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111200,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,4.6317121125750444e-08,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111200,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0257130019804675,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111300,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.2329352357945248,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111300,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0021051301184345,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111300,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0005098179833646,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111300,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,1.8367764783933152e-08,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111300,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0122811168545309,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111400,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.1953668350310839,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111400,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0054926685247394,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111400,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0002124279555604,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111400,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,2.1105799201217245e-07,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111400,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0965694837097974,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111900,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.2898497116189096,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111900,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0083116762353119,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111900,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0003509419249395,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111900,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,2.486343540149646e-07,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
111900,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.1020294299747079,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
112120,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.5484871707934103,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
112120,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.167602748863152,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
112120,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0067658069569696,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
112120,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,7.421707378683349e-08,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
112120,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0389250504114834,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
1121A0,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.5533719342850464,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
1121A0,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.1733496711838208,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
1121A0,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0070481224567305,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
1121A0,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,7.338792063049287e-08,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
1121A0,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0386253174489767,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
112300,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.3987919802825226,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
112300,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0028380484209908,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
112300,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0011840644650339,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
112300,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,1.0932828113106123e-07,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
112300,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0502135545834704,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
112A00,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.3182972563965721,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
112A00,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0185403625604796,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
112A00,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0010103526138129,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
112A00,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,5.4048046686274654e-08,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
112A00,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0120376352974144,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
113000,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.2423302346210248,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
113000,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0026775506731402,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
113000,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0001120740256099,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
113000,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,8.261173997093504e-08,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
113000,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0238931635181443,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
114000,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.2129574999457158,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
114000,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0019667615309496,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
114000,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,5.030087286606968e-05,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
114000,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,2.8088223813907244e-08,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
114000,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0071570993019631,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
211000,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,1.376489244853751,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
211000,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0437394151137258,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
211000,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,1.840836721030419e-05,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
211000,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,1.548172814479619e-07,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
211000,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.057234424810671,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
212100,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,1.0677812616150604,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
212100,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.063041275125835,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
212100,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0001149357406722,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
212100,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,2.53317153640183e-07,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
212100,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.1028617502312108,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
212230,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.2437071207303796,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
212230,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0013007460993584,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
212230,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,6.082069285229364e-06,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
212230,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,2.5333600452303373e-08,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
212230,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0189679911616138,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
2122A0,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,2.485967590589165,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
2122A0,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0054594275734519,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
2122A0,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0001172894746918,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
2122A0,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,2.423901746794711e-07,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
2122A0,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0534163880236165,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
212310,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.8052562416168033,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
212310,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0024521887554737,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
212310,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,2.9024800108141225e-05,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
212310,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,1.7169437103709824e-06,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
212310,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.362832156968227,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
2123A0,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.7759143173081249,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
2123A0,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0071817515089414,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
2123A0,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,0.0001037489299548,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
2123A0,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,1.4011832815563624e-06,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
2123A0,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.3628823429729521,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
213111,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,5.262141590598872,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
213111,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.1255420983814668,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
213111,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,4.076296511813398e-05,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
213111,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,2.0697949826746366e-06,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
213111,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.0926190933158626,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
21311A,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.836388779123557,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
21311A,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0193236528447645,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
21311A,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,3.126057163384925e-05,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
21311A,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,1.4513671701964232e-06,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
21311A,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.1221635114099099,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
221100,2019,kg,USD,Basic,Carbon dioxide,emission/air,b6f010fb-a764-3063-af2d-bcb8309a97b7,2.8373395017868246,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
221100,2019,kg,USD,Basic,Methane,emission/air,aab83476-ec6c-3742-af85-15d320b7ce80,0.0045189886147844,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
221100,2019,kg,USD,Basic,Nitrous oxide,emission/air,cfee0524-7ad6-300b-b050-6249135a2492,8.0671772038819e-05,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
221100,2019,kg,USD,Basic,Sulfur hexafluoride,emission/air,8334c424-1603-3274-bec1-15a7bd5c8e86,7.19690831910746e-08,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
221100,2019,kg CO2e,USD,Basic,"HFCs and PFCs, unspecified",emission/air,n.a.,0.029793117093714,Detail,US_detail_import_factors_exiobase_2019_17sch.csv,
