country_id,sector,subsector,year,value,confidence,source,timestamp
AUS,agriculture,crops,2015,95.96765713130327,0.8012432487257852,Climate_TRACE,2025-03-13
AUS,agriculture,crops,2016,108.41083272928081,0.7987610384163136,Climate_TRACE,2025-03-13
AUS,agriculture,crops,2017,94.36085714804172,0.7844455849816425,Climate_TRACE,2025-03-13
AUS,agriculture,crops,2018,119.11448136360082,0.8311658064177561,Climate_TRACE,2025-03-13
AUS,agriculture,crops,2019,102.05815898785663,0.8012248613797226,Climate_TRACE,2025-03-13
AUS,agriculture,crops,2020,111.2064325400188,0.7715381612688123,Climate_TRACE,2025-03-13
AUS,agriculture,crops,2021,133.5970998879687,0.7936812725712072,Climate_TRACE,2025-03-13
AUS,agriculture,crops,2022,143.7791915858301,0.8679705517473448,Climate_TRACE,2025-03-13
AUS,agriculture,crops,2023,126.65779476379345,0.7973554467525233,Climate_TRACE,2025-03-13
AUS,agriculture,fertilizer,2015,71.87120596671006,0.7577651644897915,Climate_TRACE,2025-03-13
AUS,agriculture,fertilizer,2016,103.36609958043306,0.733427830856581,Climate_TRACE,2025-03-13
AUS,agriculture,fertilizer,2017,97.30623800039683,0.7219725973959797,Climate_TRACE,2025-03-13
AUS,agriculture,fertilizer,2018,92.09518718994538,0.7863711518398097,Climate_TRACE,2025-03-13
AUS,agriculture,fertilizer,2019,122.01150128509666,0.7896672210800824,Climate_TRACE,2025-03-13
AUS,agriculture,fertilizer,2020,107.42409773559733,0.7728203948849481,Climate_TRACE,2025-03-13
AUS,agriculture,fertilizer,2021,118.07737207849497,0.7921004364990755,Climate_TRACE,2025-03-13
AUS,agriculture,fertilizer,2022,133.59329499084998,0.7583369290994644,Climate_TRACE,2025-03-13
AUS,agriculture,fertilizer,2023,126.61120681004945,0.7891539943871654,Climate_TRACE,2025-03-13
AUS,agriculture,livestock,2015,98.98442004185706,0.7386153260756722,Climate_TRACE,2025-03-13
AUS,agriculture,livestock,2016,112.15229646748763,0.7902046687359175,Climate_TRACE,2025-03-13
AUS,agriculture,livestock,2017,119.23002829728051,0.7964754215011198,Climate_TRACE,2025-03-13
AUS,agriculture,livestock,2018,107.85547214630863,0.7623983973713352,Climate_TRACE,2025-03-13
AUS,agriculture,livestock,2019,92.78313144298896,0.8136449414622815,Climate_TRACE,2025-03-13
AUS,agriculture,livestock,2020,121.26527550039354,0.811623658727516,Climate_TRACE,2025-03-13
AUS,agriculture,livestock,2021,128.35054336247444,0.7491330193907619,Climate_TRACE,2025-03-13
AUS,agriculture,livestock,2022,131.09822430212952,0.7196371642798067,Climate_TRACE,2025-03-13
AUS,agriculture,livestock,2023,127.54564816873987,0.7109858625270671,Climate_TRACE,2025-03-13
AUS,agriculture,machinery,2015,113.22096491125905,0.8295925628232023,Climate_TRACE,2025-03-13
AUS,agriculture,machinery,2016,96.43232551222889,0.8133557882359895,Climate_TRACE,2025-03-13
AUS,agriculture,machinery,2017,105.795611908568,0.7858830443177912,Climate_TRACE,2025-03-13
AUS,agriculture,machinery,2018,104.21543003831147,0.7448515110895851,Climate_TRACE,2025-03-13
AUS,agriculture,machinery,2019,116.82084723501005,0.7895590547641612,Climate_TRACE,2025-03-13
AUS,agriculture,machinery,2020,92.78904661555042,0.7636084701476148,Climate_TRACE,2025-03-13
AUS,agriculture,machinery,2021,132.2253851970482,0.7940703515386973,Climate_TRACE,2025-03-13
AUS,agriculture,machinery,2022,109.59787445355516,0.7687792528810594,Climate_TRACE,2025-03-13
AUS,agriculture,machinery,2023,123.21546795686123,0.7751064631012224,Climate_TRACE,2025-03-13
AUS,agriculture,other,2015,118.80121460658587,0.7923345886945813,Climate_TRACE,2025-03-13
AUS,agriculture,other,2016,130.30088971890862,0.7760092331662777,Climate_TRACE,2025-03-13
AUS,agriculture,other,2017,118.64961813115696,0.7866069052668592,Climate_TRACE,2025-03-13
AUS,agriculture,other,2018,105.92998083642244,0.7659526183502815,Climate_TRACE,2025-03-13
AUS,agriculture,other,2019,119.67931452171688,0.8112048810535658,Climate_TRACE,2025-03-13
AUS,agriculture,other,2020,117.04684793459309,0.7217898952610969,Climate_TRACE,2025-03-13
AUS,agriculture,other,2021,136.41217890429922,0.7881199628437049,Climate_TRACE,2025-03-13
AUS,agriculture,other,2022,125.84797502467883,0.7407575332667619,Climate_TRACE,2025-03-13
AUS,agriculture,other,2023,100.69129614061042,0.7649148114125381,Climate_TRACE,2025-03-13
AUS,buildings,commercial,2015,145.17813709988602,0.7515985955064134,Climate_TRACE,2025-03-13
AUS,buildings,commercial,2016,117.01468663324353,0.7635022151077271,Climate_TRACE,2025-03-13
AUS,buildings,commercial,2017,139.22544979700083,0.7617787859095123,Climate_TRACE,2025-03-13
AUS,buildings,commercial,2018,166.36277907480277,0.7976034270112308,Climate_TRACE,2025-03-13
AUS,buildings,commercial,2019,194.91357155394542,0.7561914812235401,Climate_TRACE,2025-03-13
AUS,buildings,commercial,2020,164.5846430946102,0.7505020146582182,Climate_TRACE,2025-03-13
AUS,buildings,commercial,2021,186.21939228571952,0.7804340701890847,Climate_TRACE,2025-03-13
AUS,buildings,commercial,2022,153.54906861151025,0.8347746528635945,Climate_TRACE,2025-03-13
AUS,buildings,commercial,2023,152.18587059433742,0.7220199937423204,Climate_TRACE,2025-03-13
AUS,buildings,public,2015,133.12236202683394,0.8079005354611969,Climate_TRACE,2025-03-13
AUS,buildings,public,2016,158.70556824463043,0.7209707779049287,Climate_TRACE,2025-03-13
AUS,buildings,public,2017,124.21322673298924,0.7699582338715859,Climate_TRACE,2025-03-13
AUS,buildings,public,2018,140.73161681395192,0.711940965361671,Climate_TRACE,2025-03-13
AUS,buildings,public,2019,162.91192718604745,0.805037288593534,Climate_TRACE,2025-03-13
AUS,buildings,public,2020,180.83857820153642,0.7744970253449898,Climate_TRACE,2025-03-13
AUS,buildings,public,2021,210.37219574886262,0.7713877966761739,Climate_TRACE,2025-03-13
AUS,buildings,public,2022,173.9994120230674,0.7809346673426254,Climate_TRACE,2025-03-13
AUS,buildings,public,2023,147.00478648993868,0.7769077182334092,Climate_TRACE,2025-03-13
AUS,buildings,residential,2015,178.0786002091489,0.7762273909884012,Climate_TRACE,2025-03-13
AUS,buildings,residential,2016,167.53652402895761,0.7473707023481765,Climate_TRACE,2025-03-13
AUS,buildings,residential,2017,144.2208553760769,0.7995579434998373,Climate_TRACE,2025-03-13
AUS,buildings,residential,2018,152.0361914889862,0.7230759215171342,Climate_TRACE,2025-03-13
AUS,buildings,residential,2019,138.53243654598592,0.785011927213843,Climate_TRACE,2025-03-13
AUS,buildings,residential,2020,151.32860799977405,0.7952684824891233,Climate_TRACE,2025-03-13
AUS,buildings,residential,2021,168.0660794854209,0.7757504525955911,Climate_TRACE,2025-03-13
AUS,buildings,residential,2022,173.41672942462128,0.8120276959470166,Climate_TRACE,2025-03-13
AUS,buildings,residential,2023,171.104080350675,0.7818251754827531,Climate_TRACE,2025-03-13
AUS,electricity,coal,2015,360.8866384498736,0.7885715203505566,Climate_TRACE,2025-03-13
AUS,electricity,coal,2016,375.66414768472026,0.7883478268937388,Climate_TRACE,2025-03-13
AUS,electricity,coal,2017,391.42218864766073,0.7831769148291899,Climate_TRACE,2025-03-13
AUS,electricity,coal,2018,462.9944271167415,0.7708263356280974,Climate_TRACE,2025-03-13
AUS,electricity,coal,2019,362.6292839965959,0.7392945844637696,Climate_TRACE,2025-03-13
AUS,electricity,coal,2020,437.7845441785312,0.7807613144468001,Climate_TRACE,2025-03-13
AUS,electricity,coal,2021,322.30637637783144,0.8095636682214525,Climate_TRACE,2025-03-13
AUS,electricity,coal,2022,429.3150656117684,0.7307652812808781,Climate_TRACE,2025-03-13
AUS,electricity,coal,2023,355.83682701676145,0.820019555733368,Climate_TRACE,2025-03-13
AUS,electricity,gas,2015,342.6483676937377,0.7757869892751904,Climate_TRACE,2025-03-13
AUS,electricity,gas,2016,391.64292785618073,0.7982285806101651,Climate_TRACE,2025-03-13
AUS,electricity,gas,2017,414.01118446837876,0.7359604276410897,Climate_TRACE,2025-03-13
AUS,electricity,gas,2018,361.01052760793976,0.7643000751264503,Climate_TRACE,2025-03-13
AUS,electricity,gas,2019,346.26998054590496,0.7941479622385136,Climate_TRACE,2025-03-13
AUS,electricity,gas,2020,526.6783963093416,0.748071620781531,Climate_TRACE,2025-03-13
AUS,electricity,gas,2021,409.31955185191185,0.8242264578085087,Climate_TRACE,2025-03-13
AUS,electricity,gas,2022,512.4641972277698,0.7912111052671243,Climate_TRACE,2025-03-13
AUS,electricity,gas,2023,528.1309081927844,0.7307422593718697,Climate_TRACE,2025-03-13
AUS,electricity,hydro,2015,306.7898058647308,0.797320173682667,Climate_TRACE,2025-03-13
AUS,electricity,hydro,2016,396.0623581408156,0.7710561002885489,Climate_TRACE,2025-03-13
AUS,electricity,hydro,2017,450.46976874994,0.8034832385218101,Climate_TRACE,2025-03-13
AUS,electricity,hydro,2018,513.6834181972687,0.751499394492884,Climate_TRACE,2025-03-13
AUS,electricity,hydro,2019,329.04765920390463,0.7201738663911011,Climate_TRACE,2025-03-13
AUS,electricity,hydro,2020,386.2362974022622,0.7714299415879243,Climate_TRACE,2025-03-13
AUS,electricity,hydro,2021,445.92935951413415,0.7293828676555747,Climate_TRACE,2025-03-13
AUS,electricity,hydro,2022,401.95217690665476,0.7348486153400309,Climate_TRACE,2025-03-13
AUS,electricity,hydro,2023,427.0827175193638,0.7627759882162782,Climate_TRACE,2025-03-13
AUS,electricity,nuclear,2015,306.43318091903296,0.8085826265273955,Climate_TRACE,2025-03-13
AUS,electricity,nuclear,2016,376.1110625538149,0.773783034298976,Climate_TRACE,2025-03-13
AUS,electricity,nuclear,2017,420.209047539221,0.8094480360299703,Climate_TRACE,2025-03-13
AUS,electricity,nuclear,2018,377.8806174881286,0.7501979794688691,Climate_TRACE,2025-03-13
AUS,electricity,nuclear,2019,424.456506091494,0.8494670477203519,Climate_TRACE,2025-03-13
AUS,electricity,nuclear,2020,370.06619936363086,0.8125864276807788,Climate_TRACE,2025-03-13
AUS,electricity,nuclear,2021,454.52543787176427,0.787941529601706,Climate_TRACE,2025-03-13
AUS,electricity,nuclear,2022,500.6498784214207,0.7775357661062533,Climate_TRACE,2025-03-13
AUS,electricity,nuclear,2023,486.0376279020104,0.7902154960484821,Climate_TRACE,2025-03-13
AUS,electricity,oil,2015,413.9806475073597,0.7886563454313865,Climate_TRACE,2025-03-13
AUS,electricity,oil,2016,330.11090027635527,0.751620131282437,Climate_TRACE,2025-03-13
AUS,electricity,oil,2017,373.6898659594015,0.8076033179896708,Climate_TRACE,2025-03-13
AUS,electricity,oil,2018,429.16991213328356,0.7604121486626565,Climate_TRACE,2025-03-13
AUS,electricity,oil,2019,450.4435626994275,0.7719939642251278,Climate_TRACE,2025-03-13
AUS,electricity,oil,2020,422.8424269737698,0.8022236861444614,Climate_TRACE,2025-03-13
AUS,electricity,oil,2021,443.1497358973414,0.7780843290227882,Climate_TRACE,2025-03-13
AUS,electricity,oil,2022,452.977824343174,0.810640256345121,Climate_TRACE,2025-03-13
AUS,electricity,oil,2023,380.5514738186698,0.8261149394972831,Climate_TRACE,2025-03-13
AUS,electricity,other,2015,364.08969728957726,0.8127664525450266,Climate_TRACE,2025-03-13
AUS,electricity,other,2016,343.17286473651455,0.7890318460415372,Climate_TRACE,2025-03-13
AUS,electricity,other,2017,292.621643337139,0.796418761350827,Climate_TRACE,2025-03-13
AUS,electricity,other,2018,327.522562082924,0.8020452227879201,Climate_TRACE,2025-03-13
AUS,electricity,other,2019,404.54760173674305,0.7486159543358809,Climate_TRACE,2025-03-13
AUS,electricity,other,2020,386.869910458574,0.7793779515674543,Climate_TRACE,2025-03-13
AUS,electricity,other,2021,423.9318102258617,0.758564857456537,Climate_TRACE,2025-03-13
AUS,electricity,other,2022,407.66170393866133,0.7567641042991604,Climate_TRACE,2025-03-13
AUS,electricity,other,2023,481.5219548103758,0.7498420281172836,Climate_TRACE,2025-03-13
AUS,electricity,solar,2015,293.17582043481366,0.7687057492766236,Climate_TRACE,2025-03-13
AUS,electricity,solar,2016,301.98677298278835,0.794856710790675,Climate_TRACE,2025-03-13
AUS,electricity,solar,2017,349.6022843297157,0.7881764936051865,Climate_TRACE,2025-03-13
AUS,electricity,solar,2018,421.3148347727397,0.7835983220106889,Climate_TRACE,2025-03-13
AUS,electricity,solar,2019,413.60700670246973,0.7445140454036575,Climate_TRACE,2025-03-13
AUS,electricity,solar,2020,378.1748041842972,0.8024443006321742,Climate_TRACE,2025-03-13
AUS,electricity,solar,2021,401.50860146059296,0.7428469543222661,Climate_TRACE,2025-03-13
AUS,electricity,solar,2022,342.49108130454016,0.7983245792838732,Climate_TRACE,2025-03-13
AUS,electricity,solar,2023,365.5484906055017,0.7728034629983354,Climate_TRACE,2025-03-13
AUS,electricity,wind,2015,319.44746915463116,0.804922917935691,Climate_TRACE,2025-03-13
